att0;att1;att2;IN;OUT
2;26;4;1135;644
2;26;4;644;1135
6;20;7;2734;725
6;20;7;725;2734
18;28;21;1079;2967
18;28;21;2967;1079
6;15;19;2965;1061
6;15;19;1061;2965
1;19;9;838;1527
1;19;9;1527;838
4;1;4;2220;41
4;1;4;41;2220
4;24;19;632;798
4;24;19;798;632
1;8;5;2640;2546
1;8;5;2546;2640
26;0;18;1099;742
26;0;18;742;1099
1;4;10;506;1029
1;4;10;1029;506
9;21;29;793;557
9;21;29;557;793
13;27;1;5;998
13;27;1;998;5
1;1;23;41;1492
1;1;23;1492;41
7;12;14;2138;253
7;12;14;253;2138
15;5;15;1277;2413
15;5;15;2413;1277
29;21;0;1240;119
29;21;0;119;1240
11;28;1;2481;1729
11;28;1;1729;2481
12;19;17;522;2226
12;19;17;2226;522
9;9;23;77;743
9;9;23;743;77
8;20;12;422;143
8;20;12;143;422
22;0;4;917;945
22;0;4;945;917
24;6;5;2002;1362
24;6;5;1362;2002
12;27;5;1832;1147
12;27;5;1147;1832
11;0;29;61;2430
11;0;29;2430;61
16;29;0;861;2893
16;29;0;2893;861
29;19;10;1548;2797
29;19;10;2797;1548
26;28;20;302;1454
26;28;20;1454;302
25;17;2;2243;2854
25;17;2;2854;2243
6;25;2;1211;743
6;25;2;743;1211
26;28;18;1848;2573
26;28;18;2573;1848
8;3;8;2057;204
8;3;8;204;2057
10;5;9;786;1634
10;5;9;1634;786
29;1;25;1993;1664
29;1;25;1664;1993
15;1;17;1077;432
15;1;17;432;1077
23;11;14;94;2896
23;11;14;2896;94
12;17;7;227;280
12;17;7;280;227
18;0;1;139;2670
18;0;1;2670;139
22;28;3;2680;2479
22;28;3;2479;2680
3;17;15;2947;1067
3;17;15;1067;2947
28;3;20;790;1036
28;3;20;1036;790
24;24;28;2033;2977
24;24;28;2977;2033
11;27;9;905;166
11;27;9;166;905
5;15;13;2875;1970
5;15;13;1970;2875
23;10;25;1823;2649
23;10;25;2649;1823
6;5;18;2359;2938
6;5;18;2938;2359
20;8;26;792;2472
20;8;26;2472;792
22;5;23;2011;333
22;5;23;333;2011
9;19;14;2482;446
9;19;14;446;2482
22;14;11;260;2931
22;14;11;2931;260
9;18;8;2716;1797
9;18;8;1797;2716
22;27;27;1822;1359
22;27;27;1359;1822
6;24;4;2700;587
6;24;4;587;2700
10;20;25;2061;1377
10;20;25;1377;2061
14;24;12;2449;2972
14;24;12;2972;2449
26;28;28;2941;725
26;28;28;725;2941
29;9;19;692;2943
29;9;19;2943;692
1;0;5;2737;1254
1;0;5;1254;2737
25;0;12;2053;2824
25;0;12;2824;2053
21;25;3;1365;991
21;25;3;991;1365
20;17;19;2480;1393
20;17;19;1393;2480
15;15;20;1984;256
15;15;20;256;1984
24;3;0;1704;2088
24;3;0;2088;1704
17;10;18;147;1367
17;10;18;1367;147
25;15;7;2059;329
25;15;7;329;2059
1;22;27;87;1873
1;22;27;1873;87
4;17;3;1855;2925
4;17;3;2925;1855
24;6;3;78;342
24;6;3;342;78
25;12;26;971;1950
25;12;26;1950;971
1;17;19;2938;351
1;17;19;351;2938
19;29;29;2867;1086
19;29;29;1086;2867
19;9;9;1424;2180
19;9;9;2180;1424
1;16;0;2154;361
1;16;0;361;2154
13;21;17;2318;596
13;21;17;596;2318
13;27;1;1442;2692
13;27;1;2692;1442
28;7;20;1611;1801
28;7;20;1801;1611
27;18;21;26;719
27;18;21;719;26
9;11;23;2112;2687
9;11;23;2687;2112
11;6;26;1923;776
11;6;26;776;1923
7;13;29;2732;953
7;13;29;953;2732
4;14;11;2772;548
4;14;11;548;2772
7;16;17;1391;1702
7;16;17;1702;1391
23;20;2;1608;2143
23;20;2;2143;1608
7;17;9;1015;59
7;17;9;59;1015
2;24;17;842;1985
2;24;17;1985;842
18;1;23;245;1106
18;1;23;1106;245
22;2;25;908;700
22;2;25;700;908
13;6;29;843;1469
13;6;29;1469;843
3;28;16;2640;81
3;28;16;81;2640
23;3;12;2950;946
23;3;12;946;2950
1;19;10;1228;2243
1;19;10;2243;1228
28;15;2;2580;225
28;15;2;225;2580
5;6;15;2309;2299
5;6;15;2299;2309
3;12;23;469;2536
3;12;23;2536;469
29;1;0;1025;1742
29;1;0;1742;1025
8;29;8;1352;747
8;29;8;747;1352
9;24;21;487;1208
9;24;21;1208;487
9;1;23;2404;2278
9;1;23;2278;2404
23;10;4;520;1434
23;10;4;1434;520
0;10;9;74;162
0;10;9;162;74
5;6;5;727;794
5;6;5;794;727
26;18;11;366;1655
26;18;11;1655;366
11;21;23;2035;1513
11;21;23;1513;2035
4;17;21;1288;2252
4;17;21;2252;1288
8;3;13;2190;101
8;3;13;101;2190
19;9;20;298;1287
19;9;20;1287;298
17;11;5;2884;923
17;11;5;923;2884
20;23;0;988;2219
20;23;0;2219;988
0;21;3;1002;809
0;21;3;809;1002
2;16;16;569;2316
2;16;16;2316;569
28;3;25;198;2666
28;3;25;2666;198
5;4;29;1334;665
5;4;29;665;1334
4;7;2;476;1032
4;7;2;1032;476
0;8;20;2654;1151
0;8;20;1151;2654
14;25;14;1942;221
14;25;14;221;1942
0;11;3;160;366
0;11;3;366;160
10;13;19;2155;1009
10;13;19;1009;2155
29;25;11;2951;1907
29;25;11;1907;2951
29;19;5;1774;971
29;19;5;971;1774
20;5;9;1394;1540
20;5;9;1540;1394
13;27;5;1374;1420
13;27;5;1420;1374
9;23;28;710;1626
9;23;28;1626;710
24;4;0;1211;1179
24;4;0;1179;1211
16;19;29;911;411
16;19;29;411;911
10;24;20;1713;1930
10;24;20;1930;1713
0;14;29;2215;2536
0;14;29;2536;2215
16;7;29;896;1807
16;7;29;1807;896
22;13;15;9;1958
22;13;15;1958;9
28;16;23;1402;1043
28;16;23;1043;1402
9;3;12;250;1350
9;3;12;1350;250
2;23;20;538;517
2;23;20;517;538
12;4;0;2547;2782
12;4;0;2782;2547
27;1;1;1363;634
27;1;1;634;1363
16;25;6;2445;2704
16;25;6;2704;2445
4;19;1;305;419
4;19;1;419;305
16;8;8;857;2996
16;8;8;2996;857
27;23;0;189;2494
27;23;0;2494;189
0;16;4;455;481
0;16;4;481;455
28;16;11;1220;2593
28;16;11;2593;1220
12;21;28;2864;1091
12;21;28;1091;2864
21;27;28;2916;905
21;27;28;905;2916
12;10;3;923;1859
12;10;3;1859;923
19;0;9;1249;76
19;0;9;76;1249
4;22;13;347;2614
4;22;13;2614;347
22;26;25;2005;671
22;26;25;671;2005
9;1;15;2953;455
9;1;15;455;2953
12;1;0;1436;915
12;1;0;915;1436
5;23;16;2016;2437
5;23;16;2437;2016
17;24;5;2451;1177
17;24;5;1177;2451
2;23;27;2279;2991
2;23;27;2991;2279
13;4;1;566;1986
13;4;1;1986;566
21;13;4;46;2304
21;13;4;2304;46
18;18;21;2412;1868
18;18;21;1868;2412
12;14;17;512;1390
12;14;17;1390;512
23;3;6;2418;619
23;3;6;619;2418
3;17;11;871;1155
3;17;11;1155;871
27;10;17;214;1122
27;10;17;1122;214
22;11;24;764;2163
22;11;24;2163;764
21;23;21;726;605
21;23;21;605;726
13;26;17;1434;1575
13;26;17;1575;1434
5;4;22;1993;2779
5;4;22;2779;1993
11;0;29;548;1412
11;0;29;1412;548
29;20;18;1502;1947
29;20;18;1947;1502
0;2;7;2727;507
0;2;7;507;2727
21;23;9;2616;2575
21;23;9;2575;2616
5;5;1;1234;2634
5;5;1;2634;1234
21;8;15;363;699
21;8;15;699;363
18;21;28;1234;125
18;21;28;125;1234
10;2;29;2896;1465
10;2;29;1465;2896
28;17;9;1392;2926
28;17;9;2926;1392
13;18;25;2961;427
13;18;25;427;2961
12;22;3;1008;487
12;22;3;487;1008
4;24;25;2421;2252
4;24;25;2252;2421
3;24;13;121;1980
3;24;13;1980;121
25;1;1;2572;1285
25;1;1;1285;2572
19;15;9;315;1292
19;15;9;1292;315
23;18;0;1624;2103
23;18;0;2103;1624
26;15;14;1996;1620
26;15;14;1620;1996
10;0;15;269;293
10;0;15;293;269
2;22;2;2313;2741
2;22;2;2741;2313
5;11;15;1961;1412
5;11;15;1412;1961
24;13;1;1472;358
24;13;1;358;1472
3;5;24;1000;326
3;5;24;326;1000
24;24;10;917;2113
24;24;10;2113;917
27;12;21;1321;58
27;12;21;58;1321
15;11;14;507;722
15;11;14;722;507
0;6;19;1214;2354
0;6;19;2354;1214
8;19;5;2933;299
8;19;5;299;2933
15;23;4;968;1429
15;23;4;1429;968
4;0;10;2863;821
4;0;10;821;2863
12;13;13;504;2790
12;13;13;2790;504
15;26;6;683;1092
15;26;6;1092;683
4;23;5;1492;615
4;23;5;615;1492
2;1;15;896;780
2;1;15;780;896
3;13;0;2987;342
3;13;0;342;2987
13;22;15;2714;1584
13;22;15;1584;2714
1;6;19;372;2932
1;6;19;2932;372
19;22;28;731;335
19;22;28;335;731
14;6;16;913;456
14;6;16;456;913
18;22;24;1756;1513
18;22;24;1513;1756
26;25;14;1888;2395
26;25;14;2395;1888
7;10;27;2581;15
7;10;27;15;2581
15;3;12;2181;2455
15;3;12;2455;2181
25;3;20;2889;921
25;3;20;921;2889
6;12;17;2135;2965
6;12;17;2965;2135
0;21;2;2447;895
0;21;2;895;2447
22;24;1;2160;581
22;24;1;581;2160
21;14;16;2930;879
21;14;16;879;2930
17;18;26;1012;297
17;18;26;297;1012
16;29;9;2721;1997
16;29;9;1997;2721
3;24;14;2318;2616
3;24;14;2616;2318
3;19;21;1234;503
3;19;21;503;1234
28;1;16;982;340
28;1;16;340;982
9;16;0;191;1905
9;16;0;1905;191
7;23;2;2820;1302
7;23;2;1302;2820
8;20;11;609;2834
8;20;11;2834;609
14;11;20;467;500
14;11;20;500;467
7;9;2;2610;1194
7;9;2;1194;2610
26;17;21;334;670
26;17;21;670;334
16;1;25;1695;534
16;1;25;534;1695
27;3;16;607;2119
27;3;16;2119;607
23;8;10;422;1707
23;8;10;1707;422
5;5;2;823;1389
5;5;2;1389;823
20;18;26;1054;1648
20;18;26;1648;1054
8;28;3;104;1842
8;28;3;1842;104
28;8;1;1367;1655
28;8;1;1655;1367
7;10;22;163;544
7;10;22;544;163
25;4;0;2331;1010
25;4;0;1010;2331
5;10;16;695;906
5;10;16;906;695
21;6;25;2513;930
21;6;25;930;2513
1;25;1;2882;734
1;25;1;734;2882
7;16;26;2184;1094
7;16;26;1094;2184
0;4;13;2694;642
0;4;13;642;2694
25;24;1;2851;1865
25;24;1;1865;2851
9;7;14;318;84
9;7;14;84;318
25;17;21;1213;2357
25;17;21;2357;1213
27;19;17;853;1398
27;19;17;1398;853
4;14;6;863;1045
4;14;6;1045;863
13;23;2;1895;2677
13;23;2;2677;1895
29;10;6;2914;1336
29;10;6;1336;2914
2;1;13;2575;1762
2;1;13;1762;2575
3;3;14;2476;2545
3;3;14;2545;2476
14;7;25;2133;2093
14;7;25;2093;2133
21;20;18;639;1886
21;20;18;1886;639
9;24;0;2290;1348
9;24;0;1348;2290
11;8;23;1534;1289
11;8;23;1289;1534
21;2;27;2373;54
21;2;27;54;2373
6;21;8;2780;2135
6;21;8;2135;2780
15;7;2;2512;1471
15;7;2;1471;2512
14;24;15;2372;1923
14;24;15;1923;2372
15;17;27;2053;1800
15;17;27;1800;2053
10;15;7;2794;1783
10;15;7;1783;2794
18;0;24;830;910
18;0;24;910;830
5;28;13;222;856
5;28;13;856;222
6;23;26;641;2588
6;23;26;2588;641
8;23;19;349;2487
8;23;19;2487;349
2;20;23;1702;1426
2;20;23;1426;1702
15;4;0;2066;759
15;4;0;759;2066
12;16;10;1147;2756
12;16;10;2756;1147
0;4;15;2719;99
0;4;15;99;2719
4;28;23;1605;1019
4;28;23;1019;1605
18;3;6;1141;2008
18;3;6;2008;1141
24;26;19;1368;1986
24;26;19;1986;1368
22;2;17;2651;1521
22;2;17;1521;2651
26;6;18;671;2819
26;6;18;2819;671
1;1;16;2628;1142
1;1;16;1142;2628
10;26;15;2716;2916
10;26;15;2916;2716
15;8;0;211;2957
15;8;0;2957;211
9;26;0;2514;257
9;26;0;257;2514
15;9;9;1090;1509
15;9;9;1509;1090
2;7;11;2688;2869
2;7;11;2869;2688
24;29;22;1647;248
24;29;22;248;1647
15;4;26;510;2506
15;4;26;2506;510
9;19;12;2948;1846
9;19;12;1846;2948
6;26;29;2677;1390
6;26;29;1390;2677
16;17;25;2039;930
16;17;25;930;2039
13;9;27;2287;383
13;9;27;383;2287
2;25;9;1808;530
2;25;9;530;1808
26;28;23;2936;2406
26;28;23;2406;2936
0;26;3;461;1506
0;26;3;1506;461
28;23;25;1665;1673
28;23;25;1673;1665
9;21;25;595;2769
9;21;25;2769;595
10;15;12;2109;2110
10;15;12;2110;2109
13;22;10;1566;318
13;22;10;318;1566
23;18;1;2748;1465
23;18;1;1465;2748
20;27;21;382;939
20;27;21;939;382
20;23;8;1793;273
20;23;8;273;1793
16;8;20;1875;184
16;8;20;184;1875
13;25;11;2257;2346
13;25;11;2346;2257
12;13;17;1433;1726
12;13;17;1726;1433
27;21;0;119;419
27;21;0;419;119
20;6;6;1689;2788
20;6;6;2788;1689
11;18;27;2616;1286
11;18;27;1286;2616
25;25;11;1302;1613
25;25;11;1613;1302
26;15;0;2347;1302
26;15;0;1302;2347
7;12;1;1353;1572
7;12;1;1572;1353
23;4;0;2630;812
23;4;0;812;2630
15;28;22;931;637
15;28;22;637;931
27;13;23;922;2321
27;13;23;2321;922
16;5;1;679;1576
16;5;1;1576;679
4;29;28;1924;2470
4;29;28;2470;1924
22;11;15;1442;184
22;11;15;184;1442
9;9;16;366;951
9;9;16;951;366
22;0;16;556;1419
22;0;16;1419;556
26;23;18;2611;2747
26;23;18;2747;2611
8;17;7;2841;2871
8;17;7;2871;2841
7;0;24;809;883
7;0;24;883;809
1;11;15;2322;236
1;11;15;236;2322
26;28;4;913;1512
26;28;4;1512;913
24;14;16;2055;375
24;14;16;375;2055
17;10;11;1794;1460
17;10;11;1460;1794
25;9;15;1124;48
25;9;15;48;1124
2;3;17;2681;1619
2;3;17;1619;2681
22;19;0;696;2287
22;19;0;2287;696
28;29;21;2371;49
28;29;21;49;2371
8;21;14;1461;642
8;21;14;642;1461
6;15;17;1977;631
6;15;17;631;1977
8;17;10;561;1808
8;17;10;1808;561
13;19;24;2260;2314
13;19;24;2314;2260
8;26;29;2209;605
8;26;29;605;2209
23;19;3;29;673
23;19;3;673;29
27;21;17;1294;1243
27;21;17;1243;1294
22;16;1;2173;2848
22;16;1;2848;2173
4;16;27;1826;703
4;16;27;703;1826
8;18;9;8;147
8;18;9;147;8
0;14;14;2710;969
0;14;14;969;2710
5;15;12;1121;2386
5;15;12;2386;1121
17;22;26;1997;2300
17;22;26;2300;1997
9;5;19;1205;552
9;5;19;552;1205
0;27;5;2106;2598
0;27;5;2598;2106
10;4;3;734;1751
10;4;3;1751;734
19;20;9;763;1014
19;20;9;1014;763
11;12;19;1218;1802
11;12;19;1802;1218
8;15;18;415;2702
8;15;18;2702;415
3;5;20;316;881
3;5;20;881;316
9;17;20;1240;210
9;17;20;210;1240
9;28;16;1835;1371
9;28;16;1371;1835
4;15;24;306;2495
4;15;24;2495;306
8;28;11;512;669
8;28;11;669;512
4;18;0;2231;2405
4;18;0;2405;2231
7;0;20;297;220
7;0;20;220;297
2;15;5;2323;400
2;15;5;400;2323
17;17;5;2066;2953
17;17;5;2953;2066
10;0;18;1508;997
10;0;18;997;1508
24;19;16;1605;2790
24;19;16;2790;1605
0;1;21;828;2435
0;1;21;2435;828
2;1;23;262;2843
2;1;23;2843;262
27;8;18;206;1103
27;8;18;1103;206
25;3;16;2478;431
25;3;16;431;2478
26;19;25;922;790
26;19;25;790;922
26;7;16;2181;608
26;7;16;608;2181
20;3;7;693;1631
20;3;7;1631;693
27;14;18;499;1411
27;14;18;1411;499
19;16;18;667;2937
19;16;18;2937;667
4;29;12;930;1610
4;29;12;1610;930
5;4;13;1338;965
5;4;13;965;1338
28;10;2;862;1147
28;10;2;1147;862
10;6;18;751;1972
10;6;18;1972;751
2;25;22;519;2281
2;25;22;2281;519
28;5;6;991;1946
28;5;6;1946;991
15;24;5;983;541
15;24;5;541;983
5;28;22;2326;1802
5;28;22;1802;2326
28;19;3;2992;2813
28;19;3;2813;2992
22;7;21;498;15
22;7;21;15;498
14;17;11;83;1218
14;17;11;1218;83
18;0;9;2018;2100
18;0;9;2100;2018
22;22;26;2872;2191
22;22;26;2191;2872
24;12;29;354;2635
24;12;29;2635;354
26;29;11;2612;144
26;29;11;144;2612
26;8;21;2118;2758
26;8;21;2758;2118
12;21;15;2885;320
12;21;15;320;2885
8;20;18;588;2225
8;20;18;2225;588
10;6;20;1167;466
10;6;20;466;1167
8;23;27;2687;2875
8;23;27;2875;2687
26;27;14;1284;352
26;27;14;352;1284
18;8;0;2178;1009
18;8;0;1009;2178
25;1;14;281;1526
25;1;14;1526;281
25;8;20;1741;2017
25;8;20;2017;1741
29;1;8;2929;934
29;1;8;934;2929
1;8;2;719;1277
1;8;2;1277;719
3;1;23;1153;2804
3;1;23;2804;1153
20;29;4;1843;2737
20;29;4;2737;1843
26;14;17;1618;1862
26;14;17;1862;1618
9;16;29;705;620
9;16;29;620;705
20;2;12;1062;2078
20;2;12;2078;1062
19;12;6;2317;2017
19;12;6;2017;2317
20;1;16;1896;659
20;1;16;659;1896
4;10;16;653;760
4;10;16;760;653
20;29;16;1838;361
20;29;16;361;1838
25;21;1;2882;2415
25;21;1;2415;2882
24;9;16;2857;2844
24;9;16;2844;2857
8;8;22;2392;587
8;8;22;587;2392
4;27;11;371;1122
4;27;11;1122;371
14;29;4;824;384
14;29;4;384;824
16;22;17;130;1086
16;22;17;1086;130
29;18;12;1100;1016
29;18;12;1016;1100
5;18;6;1722;2006
5;18;6;2006;1722
25;18;14;859;1240
25;18;14;1240;859
27;12;29;1452;1150
27;12;29;1150;1452
22;8;7;244;204
22;8;7;204;244
17;15;12;2908;2672
17;15;12;2672;2908
7;20;26;606;1885
7;20;26;1885;606
10;25;23;2868;2390
10;25;23;2390;2868
17;10;9;1267;602
17;10;9;602;1267
11;9;29;1;2487
11;9;29;2487;1
28;7;29;2023;2368
28;7;29;2368;2023
22;13;18;1718;1709
22;13;18;1709;1718
20;22;6;1854;1186
20;22;6;1186;1854
8;11;3;591;1678
8;11;3;1678;591
8;6;5;400;2893
8;6;5;2893;400
1;14;2;165;181
1;14;2;181;165
12;21;12;1770;1087
12;21;12;1087;1770
0;4;21;185;2099
0;4;21;2099;185
28;25;5;1373;819
28;25;5;819;1373
10;4;27;2072;2135
10;4;27;2135;2072
17;8;28;2653;2632
17;8;28;2632;2653
6;19;22;456;1045
6;19;22;1045;456
13;18;15;2058;662
13;18;15;662;2058
5;23;14;1569;2215
5;23;14;2215;1569
11;20;14;775;1642
11;20;14;1642;775
0;7;22;1707;1577
0;7;22;1577;1707
14;28;23;779;981
14;28;23;981;779
16;17;11;2631;1970
16;17;11;1970;2631
14;8;13;597;2547
14;8;13;2547;597
18;29;5;1228;2501
18;29;5;2501;1228
16;9;12;2889;2416
16;9;12;2416;2889
8;9;6;468;695
8;9;6;695;468
3;29;24;1997;645
3;29;24;645;1997
14;6;9;1571;2636
14;6;9;2636;1571
16;0;23;983;2986
16;0;23;2986;983
10;1;10;2455;1677
10;1;10;1677;2455
2;16;27;2323;2515
2;16;27;2515;2323
16;2;13;1032;2110
16;2;13;2110;1032
12;24;2;2330;1045
12;24;2;1045;2330
13;13;22;1731;1674
13;13;22;1674;1731
10;25;26;2925;1254
10;25;26;1254;2925
15;9;25;1930;352
15;9;25;352;1930
28;27;21;528;104
28;27;21;104;528
17;7;15;455;259
17;7;15;259;455
24;16;6;1476;860
24;16;6;860;1476
13;23;12;2460;1002
13;23;12;1002;2460
12;18;20;2353;1928
12;18;20;1928;2353
17;0;2;1077;802
17;0;2;802;1077
2;0;12;1395;678
2;0;12;678;1395
2;8;23;2134;2313
2;8;23;2313;2134
25;11;20;2445;69
25;11;20;69;2445
21;9;11;2746;1125
21;9;11;1125;2746
7;17;27;739;2389
7;17;27;2389;739
10;19;25;2954;617
10;19;25;617;2954
19;15;29;2804;163
19;15;29;163;2804
6;12;5;298;2398
6;12;5;2398;298
18;23;16;2380;600
18;23;16;600;2380
19;15;12;2630;2220
19;15;12;2220;2630
22;7;15;232;2966
22;7;15;2966;232
16;14;13;974;573
16;14;13;573;974
3;6;2;2793;1548
3;6;2;1548;2793
19;24;17;1233;521
19;24;17;521;1233
20;14;22;2606;231
20;14;22;231;2606
13;23;10;2257;2622
13;23;10;2622;2257
12;23;24;1623;1972
12;23;24;1972;1623
21;23;6;772;1379
21;23;6;1379;772
24;6;22;2452;1116
24;6;22;1116;2452
12;10;6;894;8
12;10;6;8;894
0;27;20;1210;1597
0;27;20;1597;1210
18;20;1;204;2621
18;20;1;2621;204
11;7;29;514;2871
11;7;29;2871;514
11;16;13;2304;2214
11;16;13;2214;2304
26;22;4;1472;2144
26;22;4;2144;1472
19;10;29;1402;1265
19;10;29;1265;1402
13;29;20;2997;1075
13;29;20;1075;2997
8;20;13;1226;2773
8;20;13;2773;1226
11;16;11;22;1122
11;16;11;1122;22
26;0;15;2602;2309
26;0;15;2309;2602
22;9;0;1846;1693
22;9;0;1693;1846
26;2;4;2512;1066
26;2;4;1066;2512
17;25;19;1059;1042
17;25;19;1042;1059
21;22;25;2775;2084
21;22;25;2084;2775
22;9;4;2836;2681
22;9;4;2681;2836
27;15;2;561;2207
27;15;2;2207;561
7;29;12;1466;2998
7;29;12;2998;1466
3;12;27;2299;1868
3;12;27;1868;2299
15;0;13;2379;2809
15;0;13;2809;2379
23;27;2;891;2610
23;27;2;2610;891
5;17;10;2672;2865
5;17;10;2865;2672
5;7;29;190;1034
5;7;29;1034;190
7;13;20;793;2770
7;13;20;2770;793
15;9;16;2857;1305
15;9;16;1305;2857
11;17;9;1144;2618
11;17;9;2618;1144
22;15;12;2010;1186
22;15;12;1186;2010
20;11;22;2347;501
20;11;22;501;2347
19;11;8;1480;2786
19;11;8;2786;1480
8;5;8;1954;503
8;5;8;503;1954
9;28;18;2386;2676
9;28;18;2676;2386
20;15;21;684;2000
20;15;21;2000;684
8;12;28;1787;104
8;12;28;104;1787
1;19;22;604;1
1;19;22;1;604
0;23;26;1861;2590
0;23;26;2590;1861
23;18;7;2218;1720
23;18;7;1720;2218
26;18;0;1963;2054
26;18;0;2054;1963
13;16;19;2302;2664
13;16;19;2664;2302
11;15;20;2580;617
11;15;20;617;2580
8;4;20;1842;2897
8;4;20;2897;1842
23;1;28;2979;1656
23;1;28;1656;2979
25;6;14;80;100
25;6;14;100;80
23;21;21;23;1361
23;21;21;1361;23
10;5;10;1687;920
10;5;10;920;1687
18;11;16;222;1739
18;11;16;1739;222
19;1;29;1570;2392
19;1;29;2392;1570
24;24;4;2697;1434
24;24;4;1434;2697
17;22;5;875;55
17;22;5;55;875
8;17;28;2919;1219
8;17;28;1219;2919
25;8;28;891;2416
25;8;28;2416;891
20;10;2;2389;230
20;10;2;230;2389
6;9;17;66;2530
6;9;17;2530;66
0;16;2;1974;665
0;16;2;665;1974
24;28;14;1975;2476
24;28;14;2476;1975
10;14;1;1169;512
10;14;1;512;1169
1;17;21;177;128
1;17;21;128;177
9;24;2;42;2036
9;24;2;2036;42
4;28;24;2740;2744
4;28;24;2744;2740
12;14;13;6;2927
12;14;13;2927;6
25;9;21;14;68
25;9;21;68;14
12;7;16;391;2851
12;7;16;2851;391
21;12;24;1796;938
21;12;24;938;1796
5;0;8;2363;250
5;0;8;250;2363
12;17;10;1535;2019
12;17;10;2019;1535
28;16;27;299;2816
28;16;27;2816;299
29;25;26;2922;644
29;25;26;644;2922
11;17;17;2722;2577
11;17;17;2577;2722
5;19;29;2274;1691
5;19;29;1691;2274
20;14;21;1361;2748
20;14;21;2748;1361
12;4;10;263;2577
12;4;10;2577;263
14;8;10;1500;2794
14;8;10;2794;1500
20;9;13;2866;418
20;9;13;418;2866
26;13;4;1215;1797
26;13;4;1797;1215
2;10;0;2167;992
2;10;0;992;2167
13;11;21;2263;2517
13;11;21;2517;2263
25;22;28;866;701
25;22;28;701;866
7;22;10;790;2281
7;22;10;2281;790
22;22;16;2742;285
22;22;16;285;2742
20;13;6;1641;254
20;13;6;254;1641
17;19;28;1906;1595
17;19;28;1595;1906
4;14;14;2219;3
4;14;14;3;2219
25;6;14;1634;1672
25;6;14;1672;1634
13;8;27;2715;2824
13;8;27;2824;2715
20;25;4;911;285
20;25;4;285;911
17;29;12;1100;672
17;29;12;672;1100
4;9;16;2094;2592
4;9;16;2592;2094
13;22;23;82;1070
13;22;23;1070;82
13;13;20;2405;2093
13;13;20;2093;2405
26;0;14;2783;2076
26;0;14;2076;2783
11;6;27;291;2280
11;6;27;2280;291
25;24;26;2110;632
25;24;26;632;2110
8;25;7;1025;1514
8;25;7;1514;1025
22;2;20;1817;804
22;2;20;804;1817
17;29;23;2822;1661
17;29;23;1661;2822
25;4;3;2257;2975
25;4;3;2975;2257
19;19;7;1137;1734
19;19;7;1734;1137
25;6;8;1631;1799
25;6;8;1799;1631
16;2;3;2677;406
16;2;3;406;2677
1;10;15;1598;2036
1;10;15;2036;1598
5;2;15;2957;2388
5;2;15;2388;2957
25;13;6;1914;1618
25;13;6;1618;1914
26;23;23;2387;1700
26;23;23;1700;2387
3;21;9;1974;728
3;21;9;728;1974
2;14;4;783;79
2;14;4;79;783
6;27;6;2055;173
6;27;6;173;2055
26;12;27;2795;2846
26;12;27;2846;2795
1;3;1;2404;2136
1;3;1;2136;2404
28;21;22;919;2443
28;21;22;2443;919
2;14;7;1298;786
2;14;7;786;1298
17;28;23;807;496
17;28;23;496;807
29;14;7;2592;553
29;14;7;553;2592
7;0;27;1494;1250
7;0;27;1250;1494
6;18;23;2122;2692
6;18;23;2692;2122
8;2;2;636;1828
8;2;2;1828;636
15;24;19;2548;1546
15;24;19;1546;2548
12;16;4;2780;2201
12;16;4;2201;2780
25;11;5;1606;2667
25;11;5;2667;1606
12;22;10;2408;546
12;22;10;546;2408
25;2;0;1454;1979
25;2;0;1979;1454
1;22;3;2704;1768
1;22;3;1768;2704
12;15;24;279;156
12;15;24;156;279
24;20;4;571;2101
24;20;4;2101;571
3;28;26;28;2415
3;28;26;2415;28
13;10;1;1062;2494
13;10;1;2494;1062
5;22;3;1201;272
5;22;3;272;1201
6;5;16;1363;993
6;5;16;993;1363
22;9;21;1697;1490
22;9;21;1490;1697
7;6;26;2481;2809
7;6;26;2809;2481
15;15;6;2656;1173
15;15;6;1173;2656
2;2;13;1613;2466
2;2;13;2466;1613
12;2;3;952;2765
12;2;3;2765;952
6;6;4;1421;436
6;6;4;436;1421
7;14;26;1033;2759
7;14;26;2759;1033
8;3;9;364;340
8;3;9;340;364
26;16;19;2250;1198
26;16;19;1198;2250
6;26;12;493;2019
6;26;12;2019;493
17;21;2;1075;2199
17;21;2;2199;1075
19;22;11;2297;1089
19;22;11;1089;2297
26;7;29;1812;2717
26;7;29;2717;1812
1;27;10;1045;569
1;27;10;569;1045
5;16;16;2748;679
5;16;16;679;2748
22;29;24;1576;1643
22;29;24;1643;1576
2;19;18;1628;445
2;19;18;445;1628
12;22;0;2388;1815
12;22;0;1815;2388
19;2;0;2564;750
19;2;0;750;2564
8;22;20;1663;1702
8;22;20;1702;1663
3;11;15;2874;904
3;11;15;904;2874
0;11;15;2158;467
0;11;15;467;2158
19;29;24;2221;1993
19;29;24;1993;2221
2;4;7;2724;665
2;4;7;665;2724
3;15;7;854;44
3;15;7;44;854
27;8;3;153;2795
27;8;3;2795;153
21;27;21;2876;2149
21;27;21;2149;2876
25;20;8;2610;1507
25;20;8;1507;2610
28;18;16;2411;2138
28;18;16;2138;2411
27;4;7;2559;813
27;4;7;813;2559
26;15;3;398;2589
26;15;3;2589;398
